Company name,Company domain name,Website URL,Phone number,City,State/Region,Country/Region,FieldCred Tier,FieldCred Trade Category,Trade (as listed),FieldCred Fit Score,Union Signatory,Est Field Workers,Prequal Network,General Company Email,Lead Source Directory,Lead Source URL,FieldCred Notes
K&R Metal Engineers Corp,krmetal.com,https://krmetal.com,(989) 892-1901,Bay City,MI,United States,A — Industrial/turnaround,Welding & Fabrication,,73,No,,,,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"Status shown: ""approved under $50k"" — smaller sub, verify size. | ENRICH 2026-07-28: Official site krmetal.com found (K-R Metal Engineers Corp, Bay City MI confirmed; phone (989) 892-1901 matches record). Single-page brochure site — no contact, about, team or safety pages, no email addresses, no named personnel. Consistent with the small-sub read."
"Michigan Mechanical Abatement, Inc.",smartenergyinsulation.com,https://www.smartenergyinsulation.com,(248) 789-4256,,MI,United States,A — Industrial/turnaround,Insulation,,58,No,,,,CAM Buyers Guide – Insulation Contractors category,https://www.cambuyersguide.com/listings/category/44500-insulation-contractors,"GOLD member. Name only. Abatement work = very heavy cert/medical-surveillance load. | ENRICH 2026-07-28: operates as a division of Smart Energy Insulation, Farmington Hills MI."
"Alloy Construction Services, Inc.",,,(989) 486-6960,Midland,MI,United States,A — Industrial/turnaround,Steel Erection,,73,No,,,,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"""Fabrication and erection of structural and miscellaneous steel"". | ENRICH 2026-07-28: no company-owned website found (aggregator listings only). No public contact page."
U.S. UTILITY CONTRACTOR CO. INC.,usutilitycontractors.com,https://www.usutilitycontractors.com,(419) 837-9753,Perrysburg,OH,United States,B — Commercial/industrial trade,Electrical,,73,Yes,,,,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"Listed as 'Signatory Electrical Contractor' | ENRICH 2026-07-28: usutilitycontractors.com is live but its /contact page is robots-blocked to automated fetch; home and /about carry NO names and NO email addresses. NECA national directory listing (askneca.com/business-directory/384/u-s-utility-contractor-co/) confirms 3592 Genoa Rd, Perrysburg OH 43551 and phone 419-837-9753 (matches record) but shows NO contact person in the listing body — a personal name appears only in that page's HTML meta-author tag, which is a site byline, not a company contact, so deliberately not used. Only other sources were aggregators (RocketReach/ZoomInfo/BBB), excluded. Nothing recorded — needs a manual browser visit to /contact."
"EPD, Electrical Power & Design",epd-mi.com,https://www.epd-mi.com,(313) 948-3570,Redford,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,,SMCNECA member list,https://www.smcneca.org/members,"ENRICH 2026-07-28: Website verified live (https://epd-mi.com — redirects from www.epd-mi.com). NOTHING FOUND to record: the site is a small GoDaddy build with NO email address and NO named personnel anywhere (home + about/contact sections checked; /contact-us returns 404). Phone (313) 948-3570 and address 18840 Woodworth, Redford MI 48240 confirmed on site, matching stored phone. NECA member (links to necanet.org)."
"U.S. Sheet Metal, Inc.",ussheetmetal.com,https://ussheetmetal.com,(989) 799-4850,Saginaw,MI,United States,B — Commercial/industrial trade,Sheet Metal,,55,No,,,,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"Services listed as ""HVAC"". | ENRICH 2026-07-28: SAFETY DIRECTOR FOUND. /about prints 'Scott Smock — Safety Director, Estimator & Project Manager' and describes him as 'our full time company safety director'. No email addresses are published anywhere on the site (/contact-us is a form only). Official website located and added: ussheetmetal.com. 3200 Enterprise Dr, Saginaw MI 48603; phone (989) 799-4850 matches record. Others published: Bruce Stockwell, Vice President; John Woolard, Production Manager; Gary Leinberger, Design/Project Manager."
"Ecker Mechanical Contractors, Inc.",,,(810) 742-8652,Burton,MI,United States,B — Commercial/industrial trade,Piping & Plumbing,,55,Yes,,,,ABC Southeastern Michigan member directory (PDF),https://static1.squarespace.com/static/627041bf945c7320b8e0eb78/t/62d6cea14ea9b658391de175/1658244770101/ABC+SEMI+Member+Directory.pdf,"Division 22 – Plumbing. Also in Michigan MCA member list (Burton, MI). | ENRICH 2026-07-28: Michigan MCA member directory row reads 'Ecker Mechanical Contrs Inc, PO Box 190099, Burton MI 48519, 810-742-8652, ehendershot@eckermechanical.com' with the named contact Emily Hendershot. MMCA publishes no job titles at all, so Contact Title was deliberately left blank rather than inferred. No company-owned website located by search."
ESCON,escon.us,https://escon.us,(989) 893-4541,Bay City,MI,United States,B — Commercial/industrial trade,Electrical,,55,Yes,,,,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"""Electrical Contracting, Data/Low Voltage"". Also as ""ESCON Group"" in MI NECA Bay City Division. | ENRICH 2026-07-28: Website found (was blank): https://escon.us — confirmed 'ESCON Group', 6 Johnson Court, Bay City MI 48708. Stored phone (989) 893-4541 CONFIRMED on /about; (989) 625-9474 is their emergency line. NO contact name or title published anywhere on the site (home, /about, /contact all checked — 'veteran-owned' but no owner named). The site's email address is JavaScript-obfuscated and did not render, so Company Email left BLANK rather than guessed. Sister company: ESCON Power Solutions (esconpowersolutions.com)."
"Sparks & Sommers Insulation Co., Inc.",sparksandsommers1.com,https://www.sparksandsommers1.com/,(586) 779-9525,Eastpointe,MI,United States,A — Industrial/turnaround,Insulation,,77,No,,,,ABC Southeastern Michigan member directory (PDF),https://static1.squarespace.com/static/627041bf945c7320b8e0eb78/t/62d6cea14ea9b658391de175/1658244770101/ABC+SEMI+Member+Directory.pdf,Listed under Division 06.
Faulkner Construction Co.,,,(989) 496-2202,Midland,MI,United States,B — Commercial/industrial trade,Mechanical,,55,No,,,,Michigan MCA member list,https://www.michiganmca.org/members,"ENRICH 2026-07-28: No live company website found (searched; only BBB/Yelp/bid aggregators). Contact from the Michigan MCA member directory, which prints 'Chad Christensen / c.christensen@faulknermi.com / 989-496-2202'. NO job title published — Title left blank. Email domain faulknermi.com suggests a company domain that does not currently serve a public site."
"Quality Aire Systems, Inc.",qualityairesystems.com,https://www.qualityairesystems.com,(734) 769-8545,Ann Arbor,MI,United States,B — Commercial/industrial trade,HVAC & Controls,,59,No,,,,ABC Southeastern Michigan member directory (PDF),https://static1.squarespace.com/static/627041bf945c7320b8e0eb78/t/62d6cea14ea9b658391de175/1658244770101/ABC+SEMI+Member+Directory.pdf,"Division 23 – HVAC. | ENRICH 2026-07-28: qualityairesystems.com homepage fetched — no names, titles or email addresses published; phone (734) 769-8545 and Ann Arbor MI 48105 confirmed. /contact, /contact-us and /about-us were unreachable on repeated attempts (robots.txt connect timeout). Nothing recorded — worth a manual retry."
FLATROCK BRIDGE GROUP,flatrockbridgegroup.com,https://www.flatrockbridgegroup.com,(419) 794-0098,Maumee,OH,United States,A — Industrial/turnaround,Steel Erection,,91,Yes,,,,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"'Steel Erection Contractor', Signatory"
Williams Electrical and Telecommunications Company,williamsetco.com,https://www.williamsetco.com,(313) 921-1812,Detroit,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,,SMCNECA member list,https://www.smcneca.org/members,"ENRICH 2026-07-28: williamsetco.com is confirmed live via search index but the ENTIRE domain is robots-blocked to automated fetch (both www and bare host, home/about/contact all refused) — no page could be read. The only third-party sources returned were aggregators (ZoomInfo, RocketReach, Seamless.AI, D&B) which are excluded as contact sources, so NO name and NO email recorded. RocketReach surfaces a 'Rodney Williams, President and CEO' but that is an excluded aggregator and was not used — verify manually before trusting. Status left Not contacted. ACTION: open williamsetco.com in a real browser to finish this record."
"CTI and Associates, Inc.",cticompanies.com,https://www.cticompanies.com,(248) 486-5100,Novi,MI,United States,A — Industrial/turnaround,Industrial Services,environmental / industrial services,77,No,,,,ABC Southeastern Michigan member directory (PDF),https://static1.squarespace.com/static/627041bf945c7320b8e0eb78/t/62d6cea14ea9b658391de175/1658244770101/ABC+SEMI+Member+Directory.pdf,Division 01 – General Requirements. | ENRICH 2026-07-28: Checked cticompanies.com home and /health-safety/. The health & safety page describes the program in detail but names no safety director or EHS staff and prints no email. /contact/ returns 404. Only published number is 1-800-CTI-TODAY. Nothing recordable.
"PROS Services, Inc.",prosservices.com,https://prosservices.com,(313) 789-3229,,MI,United States,A — Industrial/turnaround,Industrial Cleaning & Coatings,,68,No,,,,CAM Buyers Guide – Industrial Cleaning category,https://www.cambuyersguide.com/listings/category/203068-industrial-cleaning-see-also-deep-cleaning-industrial,"BRONZE member. One of only two firms in CAM's Industrial Cleaning category. | ENRICH 2026-07-28: Official site prosservices.com found. Office (313) 789-3229, 24/7 line (313) 921-5527. Address PO Box 585, 16545 Eastland Rd, Roseville MI 48066 — fills the blank city. No personnel names and no email addresses published on /contact/ or /about-us/ (web form only), so contact fields left blank."
Waste Recovery Systems,industrialwasterecovery.com,https://industrialwasterecovery.com,(616) 719-5595,Wyoming,MI,United States,A — Industrial/turnaround,Industrial Cleaning & Coatings,industrial cleaning,83,No,,,office@industrialwasterecovery.com,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"""Industrial cleaning Bulk hauling Sewer cleaning"". | ENRICH 2026-07-28: Official site industrialwasterecovery.com. General inbox office@industrialwasterecovery.com; 4750 Clyde Park Ave SW, Wyoming MI 49509. No individuals named anywhere on site. Site advertises Avetta, ISN, Gold Shovel Standard and PACP certifications — prequalification-driven buyer."
"Macomb Mechanical, Inc.",macombmechanical.com,https://www.macombmechanical.com,(586) 737-9900,,MI,United States,A — Industrial/turnaround,Welding & Fabrication,,73,Yes,,,,SMACNA Metro Detroit – HVAC category,https://www.smacnad.org/list/ql/heating-ventilation-air-conditioning-3,"Phone from SMACNA HVAC listing (city not displayed). Also GOLD member in CAM Buyers Guide Pipe Welding category. | ENRICH 2026-07-28: Official site macombmechanical.com found. Address is 6250 19 Mile Rd, Sterling Heights MI 48314 — fills the blank city. Main (586) 737-9900, service dept (586) 737-9920. No individual names, titles or email addresses published on /about-us or /contact-us (form only), so contact fields left blank."
"Advanced Specialty Contractors, Inc.",irex.com,https://irex.com/locations/advanced-specialty-contractors,(419) 661-8522,Northwood,OH,United States,A — Industrial/turnaround,Insulation,industrial insulation,91,Yes,,,IrexWorks@IrexCorp.com,Western Lake Erie Insulation Industry - Our Contractors,https://insulateoh.com/our-contractors/,Described as providing professional mechanical insulation services; union signatory with Insulators Local 45
Dynamic Mechanical Insulation,dmi-insulation.com,https://www.dmi-insulation.com/,(313) 574-2428,Rockwood,MI,United States,A — Industrial/turnaround,Insulation,,73,No,,,info@dmi-insulation.com,ABC Southeastern Michigan member directory (PDF),https://static1.squarespace.com/static/627041bf945c7320b8e0eb78/t/62d6cea14ea9b658391de175/1658244770101/ABC+SEMI+Member+Directory.pdf,Division 07 – Thermal and Moisture Protection.
"Hoyt, Brumm & Link, Inc.",,,(248) 548-3355,Ferndale,MI,United States,A — Industrial/turnaround,Welding & Fabrication,,73,No,,,,Michigan MCA member list,https://www.michiganmca.org/members,"Also BRONZE member in CAM Buyers Guide Pipe Welding category. | ENRICH 2026-07-28: Company site appears to be hblpipe.com (titled 'Hoyt, Brumm & Link Mechanical Contractor — Your Global Leader in Mechanical Piping Systems') but it could NOT be fetched: the host serves a self-signed TLS certificate and robots.txt fails, so the domain is unverified and no content was read. Website field left blank pending a manual check. No contact info recorded."
"SSH Mechanical Services, LLC",,,(419) 581-2211,Portage,OH,United States,A — Industrial/turnaround,HVAC & Controls,industrial / HVAC / controls,83,No,,,,UA Local 50 contractor directory,https://ualocal50.com/blog/contractors/,"Services: Industrial, HVAC, Control | ENRICH 2026-07-28: No company-owned website found by search for SSH Mechanical Services, LLC (Portage OH). Not listed in the MCA NWO membership directory. Only aggregator listings were available and those were not used. Nothing recorded."
Allingham Corporation,allinghamcorp.com,https://www.allinghamcorp.com,(248) 357-5400,,MI,United States,A — Industrial/turnaround,Crane & Rigging,,58,No,,,cranes@allinghamcorp.com,CAM Buyers Guide – Crane Rental category,https://www.cambuyersguide.com/listings/category/21600-crane-rental,"Name only. | ENRICH 2026-07-28: 21250 W 8 Mile Rd, Southfield MI. No named staff published on site."
"DBP COMPANIES, INC.",thesperlingcompany.com,https://thesperlingcompany.com,(419) 865-6171,Holland,OH,United States,B — Commercial/industrial trade,HVAC & Controls,mechanical / HVAC,73,Yes,,,,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"'Mechanical/HVAC Contractor', Signatory | ENRICH 2026-07-28: CAUTION — stored website thesperlingcompany.com is 'Sperling Heating & Ventilating Co., Inc.' (8650 Airport Hwy, Holland OH 43528). Phone 419.865.6171 matches this record exactly, so treated as the same entity, but the name 'DBP Companies, Inc.' appears nowhere on the site. VERIFY the entity link before outreach. /about-us prints Kurt Deal, President (x204, kurt.deal@thesperlingcompany.com); Rod Fry, Vice President (rod.fry@thesperlingcompany.com); Jennifer Wymer, Accounting Manager. /safety names no safety director; /contact has no names or emails."
Thiel Electric,thielelectric.com,http://www.thielelectric.com,(989) 792-1188,Saginaw,MI,United States,B — Commercial/industrial trade,Electrical,,65,Yes,,,,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"""Commercial and Industrial Electrical Services"". Also in MI NECA Saginaw Division list. | ENRICH 2026-07-28: WEBSITE FOUND (field was blank): thielelectric.com — family-owned since 1976, tri-cities commercial/industrial. Own homepage carries no names, emails or usable nav; interior/contact pages are robots-blocked to automated fetch. David Thiel listed as the company contact on the MI NECA association directory — NO title published there, so Contact Title deliberately left blank. NECA address 7920 McCarty Rd, Saginaw MI 48603; phone 989-792-1188 matches. No email found on any allowed source."
"BRINT ELECTRIC, INC.",brintelectric.com,https://www.brintelectric.com,(419) 841-3326,Toledo,OH,United States,B — Commercial/industrial trade,Electrical,,73,Yes,,,info@brintelectric.com,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"Listed as 'Electric Contractor'; flagged (Signatory) = union signatory member | ENRICH 2026-07-28: SAFETY DIRECTOR PUBLISHED — Ray Morris, Safety Director, named with photo and quote on https://brintelectric.com/safety/. No personal email printed. General inbox info@brintelectric.com published site-wide. Second phone for the Michigan office: (517) 263-4840 (OH office (419) 841-3326 = stored value)."
"Commercial Insulation, Inc.",comminsul.com,http://www.comminsul.com/,(419) 269-1741,Toledo,OH,United States,A — Industrial/turnaround,Insulation,industrial insulation,91,Yes,,,,Western Lake Erie Insulation Industry - Our Contractors,https://insulateoh.com/our-contractors/,Mechanical insulation services; Local 45 signatory | ENRICH 2026-07-28: listed domain comminsul.com no longer resolves (DNS dead). No live company site or contact page found.
Gundlach Sheet Metal Works,gundlachsheetmetal.com,https://gundlachsheetmetal.com,(800) 953-4525,Sandusky,OH,United States,B — Commercial/industrial trade,Sheet Metal,,59,No,,,service@gundlach-hvac.com,SMACNA North Central Ohio - Contractor Members,https://www.smacna-nco.com/,"Also in Greater Sandusky directory as 'Gundlach Sheet Metal', (419) 626-4525 | ENRICH 2026-07-28: Homepage publishes the general inbox service@gundlach-hvac.com — note the different domain from the website. Four phone lines published: toll-free (800) 953-4525 (matches record), Erie County (419) 626-4525, Huron County (419) 668-0999, Ottawa County (419) 734-7351. Locations: 910 Columbus Ave, Sandusky OH 44870 and 4125 E Kirk Rd, Port Clinton OH. /about names only 'Charlie Moorhead' in a Walleyes for Wounded Heroes charity context with no title — deliberately NOT recorded as a business contact. Confirmed on the SMACNA of North Central Ohio member list."
BROCK GROUP,brockgroup.com,https://www.brockgroup.com,(567) 287-4229,Maumee,OH,United States,A — Industrial/turnaround,Industrial Services,specialty multi-craft industrial services,101,Yes,,,,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"Listed as 'Specialty Multi-craft Services Contractor', Signatory. Scaffolding/insulation/coatings turnaround profile | ENRICH 2026-07-28: brockgroup.com/who-we-are publishes full exec roster. Brian Narramore is SVP CHRO & HSEQ — the senior safety/EHS owner. Also relevant: Mike Wiltermood, President Brock Industrial Services, and Grant Roscoe, COO. No emails or phone published anywhere on the site; /hseq page has no named personnel. Large national firm — corporate-level buy, not a Maumee branch decision."
"Coyle Mechanical, Inc.",coylemechanical.com,https://coylemechanical.com,(419) 729-3007,Toledo,OH,United States,B — Commercial/industrial trade,Piping & Plumbing,,59,No,,,,UA Local 50 contractor directory,https://ualocal50.com/blog/contractors/,"AGC NWO lists it as 'Plumbing & Heating Contractor', Toledo OH 43612. | ENRICH 2026-07-28: coylemechanical.com home and /quote-form checked — no names, titles or email addresses published anywhere (contact form only). Phone 419.729.3007 and 940 Matzinger Road, Toledo OH 43612 both confirmed on site. Also confirmed as a member of the MCA NWO membership directory, which prints no contact names. Nothing recorded."
IREX INDUSTRIAL COATINGS,advancedindustrialservices.com,https://www.advancedindustrialservices.com,(419) 661-8522,Toledo,OH,United States,A — Industrial/turnaround,Industrial Cleaning & Coatings,industrial coatings / specialty,91,Yes,,,,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"'Specialty Contracting Company', Signatory. Shares phone number with Advanced Specialty Contractors (Irex family) | ENRICH 2026-07-28: Checked advancedindustrialservices.com home, /contact-us/ and /safety/. The safety page states they run 'a fully staffed Safety Department consisting of Regional and Area Safety Managers, Site Safety Coordinators as well as corporate-level support' but names no one and prints no email addresses. Toledo branch (419) 661-8522 confirmed — same number as the Marietta branch. Nothing recordable."
Pitsch Co.,pitschcompanies.com,https://pitschcompanies.com,(616) 363-4895,Grand Rapids,MI,United States,A — Industrial/turnaround,Industrial Cleaning & Coatings,,73,No,,,,W. Soule approved subcontractor list (PDF),https://www.wsoule.com/wp-content/uploads/2019/01/Approved-Denied-subcontractors.pdf,"""Demolition Asbestos, Abatement, Site Restoration"". | ENRICH 2026-07-28: Official site pitschcompanies.com found (Pitsch Companies). Main office 616.363.4895, landfill 616.794.3050. Contact page uses a Wufoo form only — no email addresses and no named personnel anywhere on the site, so contact fields left blank."
"Progressive Mechanical, Inc.",progressivemech.com,https://progressivemech.com,(248) 399-4200,,MI,United States,A — Industrial/turnaround,Welding & Fabrication,,58,No,,,pmi@progressivemech.com,CAM Buyers Guide – Pipe Welding category,https://www.cambuyersguide.com/listings/category/60700-pipe-welding,"Listed as ""Progressive Mechanical, Inc., VOB"" — VETERAN-OWNED designation. Strong warm-intro candidate given your Jinni standing. | ENRICH 2026-07-28: Official site progressivemech.com. HQ Clawson MI (not Ferndale); satellite offices Mount Clemens MI and Blacklick OH, fab shop Bay City MI. /safety/ page carries signed safety-commitment letters from Randy Hosler, President and Charles Hosler, Executive VP — no dedicated safety director named. Only general inbox pmi@progressivemech.com published. 310 trade personnel, 20 states."
"Joe Pizik Electric, Inc.",joepizikelectric.com,https://www.joepizikelectric.com,(248) 362-3608,Troy,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,,ABC Southeastern Michigan member directory (PDF),https://static1.squarespace.com/static/627041bf945c7320b8e0eb78/t/62d6cea14ea9b658391de175/1658244770101/ABC+SEMI+Member+Directory.pdf,"Division 01 – General Requirements. | ENRICH 2026-07-28: Only person named anywhere on the company's own site is founder Joe Pizik, on the About page — NO TITLE IS PRINTED, so Contact Title left blank. Page states 'Joe still believes customer satisfaction and quality work are what keep Joe Pizik Electric thriving' (present tense). No email published anywhere on site; contact page lists only 1-800-292-1476 and fax (248) 362-3640 at 375 Oliver, Troy MI. Not in SMC NECA/MI NECA directories — likely non-union, residential/generator-heavy. Verify fit."
"HM White, LLC",hmwhite.com,https://www.hmwhite.com,(313) 531-8477,,MI,United States,A — Industrial/turnaround,HVAC & Controls,,73,No,,,sales@hmwhite.com,SMACNA Metro Detroit – HVAC category,https://www.smacnad.org/list/ql/heating-ventilation-air-conditioning-3,"City not displayed in source listing. | ENRICH 2026-07-28: Official site located and added: hmwhite.com. CITY RESOLVED = Detroit (12855 Burt Rd, Detroit MI 48223); phone (313) 531-8477 matches record. General inbox sales@hmwhite.com. Home and /about-us/who-we-are publish no individual names or titles; no named safety director despite heavy safety messaging."
Douglas Electric Co.,douglaselectricco.com,https://www.douglaselectricco.com,(734) 281-6994,Wyandotte,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,marketing@douglaselectricco.com,ABC Southeastern Michigan member directory (PDF),https://static1.squarespace.com/static/627041bf945c7320b8e0eb78/t/62d6cea14ea9b658391de175/1658244770101/ABC+SEMI+Member+Directory.pdf,"Division 26 – Electrical. Downriver industrial corridor. | ENRICH 2026-07-28: Company inbox marketing@douglaselectricco.com published on https://www.douglaselectricco.com/contact-us (listed for 'general questions'). NO individual names or titles published anywhere — /about/training-safety says only 'a designated safety officer, supported by OSHA-30 trained staff', unnamed; Contact Name/Title left blank. Contact page confirms HQ 759 Grove Street, Wyandotte MI 48192 plus a second location at 41300 Coca Cola Dr, Van Buren MI (734-281-6994 = stored phone); toll-free (800) 686-3684. DATA NOTE: the site's homepage footer shows a placeholder address ('6391 Elgin St. Celina, Delaware 10299') — template filler, ignore."
"GEM Industrial, Inc.",gemincorporated.com,https://www.gemincorporated.com,(419) 666-6554,Toledo,OH,United States,A — Industrial/turnaround,Mechanical,industrial mechanical,87,No,,,,UA Local 50 contractor directory,https://ualocal50.com/blog/contractors/,"Services listed: Mechanical, Industrial, Plumbing, HVAC, Refrigeration, Control, Energy Auditing | ENRICH 2026-07-28: GEM Inc. is part of Rudolph Libbe Group; its page on the parent's own domain (rlgbuilds.com/companies/gem-inc/) prints Brian Klatt, Vice President, Enterprise Business Development, Brian.Klatt@rlgbuilds.com, 419.241.5000. gemincorporated.com itself is blocked to crawlers (robots) and its homepage publishes no names or email — only HVAC emergency (866) 720-2700 and construction emergency (419) 666-6554. NOT a safety contact — business development only; use as a door-opener."
Lee Industrial Contracting,leecontracting.com,https://www.leecontracting.com,(248) 332-4646,Pontiac,MI,United States,A — Industrial/turnaround,Millwright,,65,No,,,,CAM Buyers Guide listing,https://www.cambuyersguide.com/listings/33652-0-lee-industrial-contracting,"Address: 631 Cesar E. Chavez, Pontiac, MI 48342. CAM categories: Millwrighting, Pipe Welding, Machinery Moving Rig. & Erect."
"Earl Mechanical Services, Inc.",earlmechanical.com,https://www.earlmechanical.com,(419) 826-9999,Wauseon,OH,United States,A — Industrial/turnaround,Mechanical,mechanical / industrial,87,Yes,,,service@earlmechanical.com,UA Local 50 contractor directory,https://ualocal50.com/blog/contractors/,"Services: Mechanical, Industrial, Plumbing, HVAC, Refrigeration. Also on MCA NWO pipe-welding list | ENRICH 2026-07-28: STRONG FIT — Dan Worstein, Safety Director, published on earlmechanical.com/about. Also Matt Earl President and Chrissy Earl VP/Controller. NO individual emails printed; general inboxes service@earlmechanical.com and estimation@earlmechanical.com are on /contact. Contact page phones (419) 337-7552 / (419) 337-1026 differ from the (419) 826-9999 on file."
NOOTER,cicgroup.com,https://cicgroup.com/nooter,(419) 727-1970,Perrysburg,OH,United States,A — Industrial/turnaround,Mechanical,mechanical / industrial,101,Yes,,,,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"'Mechanical Contractor', Signatory. UA Local 50 lists 'Nooter Toledo', Toledo OH, Mechanical + Industrial. MCA NWO boilermaker list shows 'RMF NOOTER LLC (Toledo)' | ENRICH 2026-07-28: Nooter is part of CIC Group; only named person published on cicgroup.com/nooter is Andrea Pacchiarotti, Director of Specialty Welding. NOT a safety/EHS role — weaker fit, treat as a routing contact. No email addresses published. Perrysburg site: 310 3rd St, 419-727-1970, fax 419-727-1989. cicgroup.com/contact errored on fetch."
Wadsworth Service Inc,wadsworthsolutions.com,https://wadsworthsolutions.com,(419) 861-3795,Perrysburg,OH,United States,B — Commercial/industrial trade,HVAC & Controls,,59,No,,,,UA Local 50 contractor directory,https://ualocal50.com/blog/contractors/,"Services: HVAC, Control | ENRICH 2026-07-28: Company now trades as 'Wadsworth Solutions' at wadsworthsolutions.com (stored URL is correct and live). Home and /about publish no names, titles or email addresses — only four regional office phone numbers. The Toledo/Perrysburg office is listed as 419.861.8181 at 1500 Michael Owens Way, Perrysburg OH 43551, which differs from the stored (419) 861-3795. Nothing recorded."
"Campbell Industrial Contractors, Inc.",campbellindustrialcontractors.com,https://www.campbellindustrialcontractors.com,(248) 546-6539,Royal Oak,MI,United States,A — Industrial/turnaround,Industrial Services,industrial / metals,77,No,,,,ABC Southeastern Michigan member directory (PDF),https://static1.squarespace.com/static/627041bf945c7320b8e0eb78/t/62d6cea14ea9b658391de175/1658244770101/ABC+SEMI+Member+Directory.pdf,"Division 05 – Metals. | ENRICH 2026-07-28: campbellindustrialcontractors.com could NOT be fetched — robots.txt request failed on all connection attempts, so no page content was read. A web search surfaced no alternate official domain (directory aggregators only, which are excluded). No contact info recorded; needs a manual browser visit."
"KOKOSING INDUSTRIAL, INC.",kokosing.biz,https://www.kokosing.biz,(614) 212-5700,Toledo,OH,United States,A — Industrial/turnaround,Industrial Services,industrial construction,101,Yes,,,,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"Signatory; industrial division with a Toledo address | ENRICH 2026-07-28: kokosing.biz/about-us/ names Ken Gonya as President of Kokosing Industrial, Inc. (the exact entity on this record). No emails published; only 800-800-6315 corporate line. /our-culture/safety/ page names no safety personnel."
Link Electric Company,,,(989) 781-3445,Saginaw,MI,United States,B — Commercial/industrial trade,Electrical,,69,Yes,,,,MI NECA member list (Saginaw Division),https://michiganneca.org/neca-members/,"Union NECA/IBEW signatory. | ENRICH 2026-07-28: No company website exists (search returned aggregators only). Contact name 'Dave Nostrandt' published on the MI NECA contractor directory page (union association source) — no title, no email listed. DATA NOTE: MI NECA shows a different address and phone than the stored record — 9775 Marshall Rd., Birch Run MI 48415, 989-401-6337 (stored: Saginaw, 989-781-3445). Stored phone left as-is; verify which is current."
FRED CHRISTEN & SONS CO.,cdetroit.com,https://www.cdetroit.com,(419) 243-4161,Toledo,OH,United States,B — Commercial/industrial trade,Sheet Metal,roofing / sheet metal,73,Yes,,,email@cdetroit.com,AGC of NW Ohio contractor directory,https://agcnwo.com/contractors,"'Roofing & Sheet Metal Contractor', Signatory | ENRICH 2026-07-28: SAFETY CONTACT FOUND, with a caveat. cdetroit.com is Christen Detroit, which states on-site it is 'A Division of The Fred Christen and Sons Company, Toledo, Ohio, Established 1897' — so it is the company's own corporate domain. /contact.htm lists the Toledo office (PO Box 547, Toledo OH 43608; 419-243-4161, matching this record; toll-free 800-243-4161) with NO named contacts. Every named contact on that page belongs to the Detroit division: James Brown / Safety / safety@cdetroit.com, plus Michael Schreiber, David Thompson, Tim Davis and Claude Garrett (no titles) and Curt Hay / Web. Recorded the safety contact per priority — CONFIRM he covers the Toledo operation before outreach. General inbox email@cdetroit.com. Note: /contact.html 404s; the correct path is /contact.htm."
Motor City Electric Company,mceco.com,https://www.mceco.com,(313) 921-5300,Detroit,MI,United States,B — Commercial/industrial trade,Electrical,,59,No,,,contact@mceco.com,SMCNECA (Southeastern Michigan NECA) member list,https://www.smcneca.org/members,"Motor City Electric Technologies, Inc. listed separately at same phone/website. Large firm — verify size fit. | ENRICH 2026-07-28: SAFETY DIRECTOR FOUND — Aaron Munoz, photo caption on https://www.mceco.com/safety/ reads verbatim 'MCE Corporate Safety Director ASSP Safety Professional of the Year' (ASSP Professional of the Year 2021); recorded title as Corporate Safety Director. Same page also names Sean Birmingham and Don Koontz, both 'MCE Safety Manager', and Dave Volkman, President. No individual emails printed — site publishes contact@mceco.com (general) and bids@mceco.com (bid/BD). NOTE: SMC NECA lists a different member contact, Gary Wieczorek, with a personal iCloud address — not used. MCE is a holding group: Rotor Electric, Huron Valley Electric and Williams Electrical & Telecom on this list are all MCE companies."
